type,province,district,sub-district,unit_number,total_ballots,valid_ballots,invalid_ballots,no_vote_ballots,remain_ballots
บช,ลำปาง,วังเหนือ,วังใต้,3,320,211,11,2,96
บช,ลำปาง,วังเหนือ,วังใต้,4,240,164,11,6,59
บช,ลำปาง,วังเหนือ,วังใต้,5,400,253,17,14,116
บช,ลำปาง,วังเหนือ,วังใต้,6,460,293,29,4,134
บช,ลำปาง,วังเหนือ,วังใต้,7,420,266,25,12,117
เขต,ลำปาง,เมืองปาน,บ้านขอ,1,440,260,38,19,123
เขต,ลำปาง,เมืองปาน,บ้านขอ,10,480,325,25,13,117
เขต,ลำปาง,เมืองปาน,บ้านขอ,11,440,265,42,21,112
เขต,ลำปาง,เมืองปาน,บ้านขอ,12,560,307,47,18,188
เขต,ลำปาง,เมืองปาน,บ้านขอ,13,300,155,20,15,110
เขต,ลำปาง,เมืองปาน,บ้านขอ,14,260,154,21,7,78
เขต,ลำปาง,เมืองปาน,บ้านขอ,2,540,312,32,30,166
เขต,ลำปาง,เมืองปาน,บ้านขอ,3,480,254,42,14,170
เขต,ลำปาง,เมืองปาน,บ้านขอ,4,360,186,29,12,133
เขต,ลำปาง,เมืองปาน,บ้านขอ,5,500,298,44,19,139
เขต,ลำปาง,เมืองปาน,บ้านขอ,6,360,230,18,12,100
เขต,ลำปาง,เมืองปาน,บ้านขอ,7,600,393,46,11,150
เขต,ลำปาง,เมืองปาน,บ้านขอ,8,420,251,44,11,114
เขต,ลำปาง,เมืองปาน,บ้านขอ,9,340,213,35,17,75
เขต,ลำปาง,เมืองปาน,ทุ่งกว๋าว,1,560,376,27,17,140
เขต,ลำปาง,เมืองปาน,ทุ่งกว๋าว,10,400,242,16,2,140
เขต,ลำปาง,เมืองปาน,ทุ่งกว๋าว,11,360,243,6,10,101
เขต,ลำปาง,เมืองปาน,ทุ่งกว๋าว,12,340,212,25,14,89
เขต,ลำปาง,เมืองปาน,ทุ่งกว๋าว,13,580,397,21,12,150
เขต,ลำปาง,เมืองปาน,ทุ่งกว๋าว,14,320,220,17,6,77
เขต,ลำปาง,เมืองปาน,ทุ่งกว๋าว,15,240,147,20,4,69
เขต,ลำปาง,เมืองปาน,ทุ่งกว๋าว,16,300,174,26,16,84
เขต,ลำปาง,เมืองปาน,ทุ่งกว๋าว,2,540,400,12,26,102
เขต,ลำปาง,เมืองปาน,ทุ่งกว๋าว,3,320,228,10,2,80
เขต,ลำปาง,เมืองปาน,ทุ่งกว๋าว,4,660,404,36,23,197
เขต,ลำปาง,เมืองปาน,ทุ่งกว๋าว,5,440,278,20,13,129
เขต,ลำปาง,เมืองปาน,ทุ่งกว๋าว,6,400,254,23,15,108
เขต,ลำปาง,เมืองปาน,ทุ่งกว๋าว,7,580,359,35,15,171
เขต,ลำปาง,เมืองปาน,ทุ่งกว๋าว,8,440,299,17,5,119
เขต,ลำปาง,เมืองปาน,ทุ่งกว๋าว,9,400,232,29,22,117
เขต,ลำปาง,เมืองปาน,หัวเมือง,1,480,291,26,11,152
เขต,ลำปาง,เมืองปาน,หัวเมือง,2,520,282,33,10,195
เขต,ลำปาง,เมืองปาน,หัวเมือง,3,340,196,14,12,118
เขต,ลำปาง,เมืองปาน,หัวเมือง,4,400,213,44,7,136
เขต,ลำปาง,เมืองปาน,หัวเมือง,5,440,265,22,14,139
เขต,ลำปาง,เมืองปาน,หัวเมือง,6,360,230,18,3,109
เขต,ลำปาง,เมืองปาน,หัวเมือง,7,280,157,16,3,104
เขต,ลำปาง,เมืองปาน,หัวเมือง,8,180,111,16,2,51
เขต,ลำปาง,เมืองปาน,หัวเมือง,9,300,149,27,16,108
บช,ลำปาง,เมืองปาน,เมืองปาน,1,720,431,34,16,239
บช,ลำปาง,เมืองปาน,เมืองปาน,10,200,120,7,5,68
บช,ลำปาง,เมืองปาน,เมืองปาน,11,380,252,14,7,107
บช,ลำปาง,เมืองปาน,เมืองปาน,2,440,286,27,13,114
บช,ลำปาง,เมืองปาน,เมืองปาน,3,320,221,12,5,82
บช,ลำปาง,เมืองปาน,เมืองปาน,4,480,289,20,14,157
บช,ลำปาง,เมืองปาน,เมืองปาน,5,500,328,21,3,148
บช,ลำปาง,เมืองปาน,เมืองปาน,6,320,198,11,7,104
บช,ลำปาง,เมืองปาน,เมืองปาน,7,240,137,11,5,87
บช,ลำปาง,เมืองปาน,เมืองปาน,8,180,101,11,13,55
บช,ลำปาง,เมืองปาน,เมืองปาน,9,380,257,15,4,104
เขต,ลำปาง,เมืองปาน,แจ้ซ้อน,1,480,305,24,14,137
เขต,ลำปาง,เมืองปาน,แจ้ซ้อน,10,120,66,5,1,48
เขต,ลำปาง,เมืองปาน,แจ้ซ้อน,11,560,326,50,12,172
เขต,ลำปาง,เมืองปาน,แจ้ซ้อน,12,240,151,13,8,68
เขต,ลำปาง,เมืองปาน,แจ้ซ้อน,13,500,320,29,13,138
เขต,ลำปาง,เมืองปาน,แจ้ซ้อน,14,320,217,11,1,91
เขต,ลำปาง,เมืองปาน,แจ้ซ้อน,15,240,157,9,9,65
เขต,ลำปาง,เมืองปาน,แจ้ซ้อน,2,420,295,21,6,98
เขต,ลำปาง,เมืองปาน,แจ้ซ้อน,3,320,207,20,6,87
เขต,ลำปาง,เมืองปาน,แจ้ซ้อน,4,520,347,14,11,148
เขต,ลำปาง,เมืองปาน,แจ้ซ้อน,5,460,313,24,12,111
เขต,ลำปาง,เมืองปาน,แจ้ซ้อน,6,560,376,19,19,146
เขต,ลำปาง,เมืองปาน,แจ้ซ้อน,7,340,215,26,11,88
เขต,ลำปาง,เมืองปาน,แจ้ซ้อน,8,600,375,24,11,190
เขต,ลำปาง,เมืองปาน,แจ้ซ้อน,9,340,201,12,18,109
บช,ลำปาง,เมืองปาน,ทุ่งกว๋าว,1,560,380,28,12,140
บช,ลำปาง,เมืองปาน,ทุ่งกว๋าว,10,400,240,18,2,140
บช,ลำปาง,เมืองปาน,ทุ่งกว๋าว,11,360,236,23,0,101
บช,ลำปาง,เมืองปาน,ทุ่งกว๋าว,12,340,226,19,6,89
บช,ลำปาง,เมืองปาน,ทุ่งกว๋าว,13,580,390,34,6,150
บช,ลำปาง,เมืองปาน,ทุ่งกว๋าว,14,320,225,15,3,77
บช,ลำปาง,เมืองปาน,ทุ่งกว๋าว,15,240,155,12,4,69
บช,ลำปาง,เมืองปาน,ทุ่งกว๋าว,16,300,180,25,11,84
บช,ลำปาง,เมืองปาน,ทุ่งกว๋าว,2,540,396,37,5,102
บช,ลำปาง,เมืองปาน,ทุ่งกว๋าว,3,320,233,4,3,80
บช,ลำปาง,เมืองปาน,ทุ่งกว๋าว,4,660,415,30,18,197
บช,ลำปาง,เมืองปาน,ทุ่งกว๋าว,5,440,288,17,6,129
บช,ลำปาง,เมืองปาน,ทุ่งกว๋าว,6,400,256,24,12,108
บช,ลำปาง,เมืองปาน,ทุ่งกว๋าว,7,580,376,27,6,171
บช,ลำปาง,เมืองปาน,ทุ่งกว๋าว,8,440,291,26,4,119
บช,ลำปาง,เมืองปาน,ทุ่งกว๋าว,9,400,242,19,22,117
บช,ลำปาง,เมืองปาน,หัวเมือง,1,480,306,14,8,152
บช,ลำปาง,เมืองปาน,หัวเมือง,2,520,302,15,8,195
บช,ลำปาง,เมืองปาน,หัวเมือง,3,340,207,10,5,118
บช,ลำปาง,เมืองปาน,หัวเมือง,4,400,226,31,7,136
บช,ลำปาง,เมืองปาน,หัวเมือง,5,440,282,18,1,139
บช,ลำปาง,เมืองปาน,หัวเมือง,6,360,241,7,3,109
บช,ลำปาง,เมืองปาน,หัวเมือง,7,280,164,12,0,104
บช,ลำปาง,เมืองปาน,หัวเมือง,8,180,115,13,1,51
บช,ลำปาง,เมืองปาน,หัวเมือง,9,300,165,16,11,108
บช,ลำปาง,เมืองปาน,แจ้ซ้อน,1,480,318,15,10,137
บช,ลำปาง,เมืองปาน,แจ้ซ้อน,10,120,69,1,2,48
บช,ลำปาง,เมืองปาน,แจ้ซ้อน,11,560,344,31,13,172
บช,ลำปาง,เมืองปาน,แจ้ซ้อน,12,240,163,6,3,68
บช,ลำปาง,เมืองปาน,แจ้ซ้อน,13,500,329,20,13,138
บช,ลำปาง,เมืองปาน,แจ้ซ้อน,14,320,208,21,0,91
บช,ลำปาง,เมืองปาน,แจ้ซ้อน,15,240,162,11,2,65
บช,ลำปาง,เมืองปาน,แจ้ซ้อน,2,420,296,18,8,98
บช,ลำปาง,เมืองปาน,แจ้ซ้อน,3,320,198,26,9,87
บช,ลำปาง,เมืองปาน,แจ้ซ้อน,4,520,342,16,14,148
บช,ลำปาง,เมืองปาน,แจ้ซ้อน,5,460,325,12,12,111
บช,ลำปาง,เมืองปาน,แจ้ซ้อน,6,560,379,27,8,146
บช,ลำปาง,เมืองปาน,แจ้ซ้อน,7,340,229,17,6,88
บช,ลำปาง,เมืองปาน,แจ้ซ้อน,8,600,375,21,14,190
บช,ลำปาง,เมืองปาน,แจ้ซ้อน,9,340,205,11,15,109
บช,ลำปาง,เมืองปาน,บ้านขอ,1,440,268,37,12,123
บช,ลำปาง,เมืองปาน,บ้านขอ,10,480,323,26,14,117
บช,ลำปาง,เมืองปาน,บ้านขอ,11,440,270,41,17,112
บช,ลำปาง,เมืองปาน,บ้านขอ,12,560,340,20,12,188
บช,ลำปาง,เมืองปาน,บ้านขอ,13,300,168,22,0,110
บช,ลำปาง,เมืองปาน,บ้านขอ,14,260,170,10,2,78
บช,ลำปาง,เมืองปาน,บ้านขอ,2,540,325,27,22,166
บช,ลำปาง,เมืองปาน,บ้านขอ,3,480,272,26,12,170
บช,ลำปาง,เมืองปาน,บ้านขอ,4,360,220,3,4,133
บช,ลำปาง,เมืองปาน,บ้านขอ,5,500,315,34,12,139
บช,ลำปาง,เมืองปาน,บ้านขอ,6,360,228,23,9,100
บช,ลำปาง,เมืองปาน,บ้านขอ,7,600,413,32,5,150
บช,ลำปาง,เมืองปาน,บ้านขอ,8,420,272,26,8,114
บช,ลำปาง,เมืองปาน,บ้านขอ,9,340,232,22,11,75
เขต,ลำปาง,เมืองปาน,เมืองปาน,1,720,403,50,28,239
เขต,ลำปาง,เมืองปาน,เมืองปาน,10,200,122,4,6,68
เขต,ลำปาง,เมืองปาน,เมืองปาน,11,380,236,18,19,107
เขต,ลำปาง,เมืองปาน,เมืองปาน,2,440,266,41,19,114
เขต,ลำปาง,เมืองปาน,เมืองปาน,3,320,209,19,10,82
เขต,ลำปาง,เมืองปาน,เมืองปาน,4,480,265,31,27,157
เขต,ลำปาง,เมืองปาน,เมืองปาน,5,500,324,18,10,148
เขต,ลำปาง,เมืองปาน,เมืองปาน,6,320,190,18,8,104
เขต,ลำปาง,เมืองปาน,เมืองปาน,8,180,96,14,15,55
เขต,ลำปาง,เมืองปาน,เมืองปาน,9,380,251,17,8,104
เขต,ลำปาง,เมืองลำปาง,บ้านเสด็จ,1,760,550,50,33,127
เขต,ลำปาง,เมืองลำปาง,บ้านเสด็จ,10,320,180,25,17,98
เขต,ลำปาง,เมืองลำปาง,บ้านเสด็จ,12,220,116,18,14,72
เขต,ลำปาง,เมืองลำปาง,บ้านเสด็จ,13,480,283,29,31,137
เขต,ลำปาง,เมืองลำปาง,บ้านเสด็จ,14,420,225,45,17,133
เขต,ลำปาง,เมืองลำปาง,บ้านเสด็จ,15,380,253,40,21,66
เขต,ลำปาง,เมืองลำปาง,บ้านเสด็จ,16,480,279,36,32,133
เขต,ลำปาง,เมืองลำปาง,บ้านเสด็จ,17,200,126,8,12,54
เขต,ลำปาง,เมืองลำปาง,บ้านเสด็จ,18,160,94,5,10,51
เขต,ลำปาง,เมืองลำปาง,บ้านเสด็จ,19,420,241,23,18,138
เขต,ลำปาง,เมืองลำปาง,บ้านเสด็จ,2,400,219,23,26,132
เขต,ลำปาง,เมืองลำปาง,บ้านเสด็จ,3,420,220,28,19,153
เขต,ลำปาง,เมืองลำปาง,บ้านเสด็จ,4,440,255,32,23,130
เขต,ลำปาง,เมืองลำปาง,บ้านเสด็จ,5,660,413,50,38,159
เขต,ลำปาง,เมืองลำปาง,บ้านเสด็จ,6,360,229,12,11,108
เขต,ลำปาง,เมืองลำปาง,บ้านเสด็จ,7,480,306,15,17,142
เขต,ลำปาง,เมืองลำปาง,บ้านเสด็จ,8,-1,303,-1,-1,-1
เขต,ลำปาง,เมืองลำปาง,บ้านเสด็จ,9,500,302,21,25,152
เขต,ลำปาง,เมืองลำปาง,บ้านแลง,1,420,240,33,11,136
เขต,ลำปาง,เมืองลำปาง,บ้านแลง,10,240,144,12,10,74
เขต,ลำปาง,เมืองลำปาง,บ้านแลง,11,700,406,50,23,221
เขต,ลำปาง,เมืองลำปาง,บ้านแลง,12,280,159,31,10,80
เขต,ลำปาง,เมืองลำปาง,บ้านแลง,2,320,183,12,20,105
เขต,ลำปาง,เมืองลำปาง,บ้านแลง,3,600,335,58,49,158
เขต,ลำปาง,เมืองลำปาง,บ้านแลง,4,500,317,27,22,134
เขต,ลำปาง,เมืองลำปาง,บ้านแลง,5,420,292,39,14,75
เขต,ลำปาง,เมืองลำปาง,บ้านแลง,6,280,172,18,9,81
เขต,ลำปาง,เมืองลำปาง,บ้านแลง,7,240,126,31,5,78
เขต,ลำปาง,เมืองลำปาง,บ้านแลง,8,640,334,46,52,208
เขต,ลำปาง,เมืองลำปาง,บ้านแลง,9,400,232,34,13,121
บช,ลำปาง,เมืองลำปาง,บ้านเสด็จ,1,760,568,43,22,127
บช,ลำปาง,เมืองลำปาง,บ้านเสด็จ,10,320,200,13,9,98
บช,ลำปาง,เมืองลำปาง,บ้านเสด็จ,11,720,409,48,21,242
บช,ลำปาง,เมืองลำปาง,บ้านเสด็จ,12,220,129,10,9,72
บช,ลำปาง,เมืองลำปาง,บ้านเสด็จ,13,480,300,26,17,137
บช,ลำปาง,เมืองลำปาง,บ้านเสด็จ,14,420,250,27,10,133
บช,ลำปาง,เมืองลำปาง,บ้านเสด็จ,15,380,269,31,14,66
บช,ลำปาง,เมืองลำปาง,บ้านเสด็จ,16,480,284,38,25,133
บช,ลำปาง,เมืองลำปาง,บ้านเสด็จ,17,200,136,2,8,54
บช,ลำปาง,เมืองลำปาง,บ้านเสด็จ,18,160,96,5,8,51
บช,ลำปาง,เมืองลำปาง,บ้านเสด็จ,19,420,250,17,15,138
บช,ลำปาง,เมืองลำปาง,บ้านเสด็จ,2,400,241,13,14,132
บช,ลำปาง,เมืองลำปาง,บ้านเสด็จ,3,420,238,24,5,153
บช,ลำปาง,เมืองลำปาง,บ้านเสด็จ,4,440,280,15,15,130
บช,ลำปาง,เมืองลำปาง,บ้านเสด็จ,5,660,439,32,30,159
บช,ลำปาง,เมืองลำปาง,บ้านเสด็จ,6,360,240,5,7,108
บช,ลำปาง,เมืองลำปาง,บ้านเสด็จ,7,480,314,15,9,142
บช,ลำปาง,เมืองลำปาง,บ้านเสด็จ,8,400,260,31,13,96
บช,ลำปาง,เมืองลำปาง,บ้านเสด็จ,9,500,316,15,17,152
บช,ลำปาง,เมืองลำปาง,บ้านแลง,1,420,264,14,6,136
บช,ลำปาง,เมืองลำปาง,บ้านแลง,10,240,147,14,5,74
บช,ลำปาง,เมืองลำปาง,บ้านแลง,11,700,424,39,16,221
บช,ลำปาง,เมืองลำปาง,บ้านแลง,12,280,178,19,3,80
บช,ลำปาง,เมืองลำปาง,บ้านแลง,2,320,190,9,16,105
บช,ลำปาง,เมืองลำปาง,บ้านแลง,3,600,372,31,39,158
บช,ลำปาง,เมืองลำปาง,บ้านแลง,4,500,343,10,13,134
บช,ลำปาง,เมืองลำปาง,บ้านแลง,5,420,314,22,9,75
บช,ลำปาง,เมืองลำปาง,บ้านแลง,6,280,179,12,8,81
บช,ลำปาง,เมืองลำปาง,บ้านแลง,7,240,151,7,4,78
บช,ลำปาง,เมืองลำปาง,บ้านแลง,8,640,362,34,36,208
บช,ลำปาง,เมืองลำปาง,บ้านแลง,9,400,245,20,14,121
เขต,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,1,520,365,30,24,101
เขต,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,2,600,400,51,32,117
เขต,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,3,400,273,21,9,97
เขต,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,4,480,357,22,4,97
เขต,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,5,280,206,14,7,53
เขต,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,6,400,288,26,6,80
เขต,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,7,300,196,26,2,76
เขต,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,8,180,134,11,5,30
เขต,ลำปาง,แจ้ห่ม,บ้านสา,1,340,207,25,21,87
เขต,ลำปาง,แจ้ห่ม,บ้านสา,10,440,295,25,21,99
เขต,ลำปาง,แจ้ห่ม,บ้านสา,2,320,212,11,27,70
เขต,ลำปาง,แจ้ห่ม,บ้านสา,3,460,344,19,20,77
เขต,ลำปาง,แจ้ห่ม,บ้านสา,4,520,328,17,28,147
เขต,ลำปาง,แจ้ห่ม,บ้านสา,5,400,267,33,28,72
เขต,ลำปาง,แจ้ห่ม,บ้านสา,6,280,152,29,32,67
เขต,ลำปาง,แจ้ห่ม,บ้านสา,7,440,303,23,19,95
เขต,ลำปาง,แจ้ห่ม,บ้านสา,9,380,264,19,15,82
เขต,ลำปาง,แจ้ห่ม,วิเชตนคร,1,300,208,12,12,68
เขต,ลำปาง,แจ้ห่ม,วิเชตนคร,10,740,487,28,20,205
เขต,ลำปาง,แจ้ห่ม,วิเชตนคร,12,240,155,8,11,66
เขต,ลำปาง,แจ้ห่ม,วิเชตนคร,2,680,495,32,12,141
เขต,ลำปาง,แจ้ห่ม,วิเชตนคร,3,660,444,14,27,175
เขต,ลำปาง,แจ้ห่ม,วิเชตนคร,4,520,385,11,11,113
เขต,ลำปาง,แจ้ห่ม,วิเชตนคร,5,660,389,43,30,198
เขต,ลำปาง,แจ้ห่ม,วิเชตนคร,6,580,383,29,21,147
เขต,ลำปาง,แจ้ห่ม,วิเชตนคร,7,340,221,11,12,96
เขต,ลำปาง,แจ้ห่ม,วิเชตนคร,8,400,250,22,12,116
เขต,ลำปาง,แจ้ห่ม,วิเชตนคร,9,360,273,9,10,68
เขต,ลำปาง,แจ้ห่ม,เมืองมาย,1,200,157,8,9,26
เขต,ลำปาง,แจ้ห่ม,เมืองมาย,2,420,282,24,4,110
เขต,ลำปาง,แจ้ห่ม,เมืองมาย,3,260,179,15,5,61
เขต,ลำปาง,แจ้ห่ม,เมืองมาย,4,140,73,5,1,61
เขต,ลำปาง,แจ้ห่ม,เมืองมาย,5,380,289,24,6,61
เขต,ลำปาง,แจ้ห่ม,เมืองมาย,6,660,491,53,9,107
เขต,ลำปาง,แจ้ห่ม,เมืองมาย,7,500,340,29,15,116
เขต,ลำปาง,แจ้ห่ม,แม่สุก,10,600,369,37,19,175
เขต,ลำปาง,แจ้ห่ม,แม่สุก,11,440,273,22,13,132
เขต,ลำปาง,แจ้ห่ม,แม่สุก,12,380,278,11,7,84
เขต,ลำปาง,แจ้ห่ม,แม่สุก,1,360,245,15,10,90
เขต,ลำปาง,แจ้ห่ม,แม่สุก,2,620,391,45,26,158
เขต,ลำปาง,แจ้ห่ม,แม่สุก,3,460,292,23,10,135
เขต,ลำปาง,แจ้ห่ม,แม่สุก,4,500,244,35,33,188
เขต,ลำปาง,แจ้ห่ม,แม่สุก,5,320,187,30,18,85
เขต,ลำปาง,แจ้ห่ม,แม่สุก,6,520,377,16,7,120
เขต,ลำปาง,แจ้ห่ม,แม่สุก,7,420,247,30,10,133
เขต,ลำปาง,แจ้ห่ม,แม่สุก,8,400,215,18,5,162
เขต,ลำปาง,แจ้ห่ม,แม่สุก,9,400,252,14,16,118
เขต,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),1,680,423,21,43,193
เขต,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),2,80,49,1,1,29
เขต,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),3,400,259,18,22,101
เขต,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),4,280,179,14,7,80
เขต,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),5,680,451,25,31,173
เขต,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),6,580,366,18,31,165
เขต,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),1,140,77,5,5,53
เขต,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),2,320,183,39,24,74
เขต,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),3,440,277,14,12,137
เขต,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),4,460,309,22,26,103
เขต,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),5,480,312,31,23,114
เขต,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),6,660,415,45,30,170
เขต,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),7,400,259,16,23,102
เขต,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),8,280,185,19,13,63
เขต,ลำปาง,แจ้ห่ม,ปงดอน,1,400,208,30,24,138
เขต,ลำปาง,แจ้ห่ม,ปงดอน,2,400,201,30,34,135
เขต,ลำปาง,แจ้ห่ม,ปงดอน,3,480,264,34,28,154
เขต,ลำปาง,แจ้ห่ม,ปงดอน,4,640,359,26,59,196
เขต,ลำปาง,แจ้ห่ม,ปงดอน,5,360,189,40,16,115
เขต,ลำปาง,แจ้ห่ม,ปงดอน,6,80,51,1,4,24
เขต,ลำปาง,แจ้ห่ม,ปงดอน,7,680,346,47,46,241
เขต,ลำปาง,แจ้ห่ม,ปงดอน,8,300,159,28,21,92
เขต,ลำปาง,แจ้ห่ม,ปงดอน,9,160,95,9,3,53
บช,ลำปาง,แจ้ห่ม,บ้านสา,1,340,216,21,16,87
บช,ลำปาง,แจ้ห่ม,บ้านสา,10,440,294,31,16,99
บช,ลำปาง,แจ้ห่ม,บ้านสา,2,320,216,14,20,70
บช,ลำปาง,แจ้ห่ม,บ้านสา,3,460,344,5,34,77
บช,ลำปาง,แจ้ห่ม,บ้านสา,4,520,336,24,13,147
บช,ลำปาง,แจ้ห่ม,บ้านสา,5,400,287,26,15,72
บช,ลำปาง,แจ้ห่ม,บ้านสา,6,280,183,14,16,67
บช,ลำปาง,แจ้ห่ม,บ้านสา,7,440,306,29,10,95
บช,ลำปาง,แจ้ห่ม,บ้านสา,8,320,220,11,4,85
บช,ลำปาง,แจ้ห่ม,บ้านสา,9,380,273,12,13,82
บช,ลำปาง,แจ้ห่ม,ปงดอน,1,400,216,28,17,139
บช,ลำปาง,แจ้ห่ม,ปงดอน,2,400,220,15,30,135
บช,ลำปาง,แจ้ห่ม,ปงดอน,3,480,286,16,24,154
บช,ลำปาง,แจ้ห่ม,ปงดอน,4,640,378,18,48,196
บช,ลำปาง,แจ้ห่ม,ปงดอน,5,360,205,30,10,115
บช,ลำปาง,แจ้ห่ม,ปงดอน,6,80,56,0,1,23
บช,ลำปาง,แจ้ห่ม,ปงดอน,7,680,367,41,31,241
บช,ลำปาง,แจ้ห่ม,ปงดอน,8,300,161,39,8,92
บช,ลำปาง,แจ้ห่ม,ปงดอน,9,160,99,1,7,53
บช,ลำปาง,แจ้ห่ม,วิเชตนคร,1,300,218,9,5,68
บช,ลำปาง,แจ้ห่ม,วิเชตนคร,10,740,484,34,17,205
บช,ลำปาง,แจ้ห่ม,วิเชตนคร,11,320,207,28,15,70
บช,ลำปาง,แจ้ห่ม,วิเชตนคร,12,240,155,10,9,66
บช,ลำปาง,แจ้ห่ม,วิเชตนคร,2,680,470,52,17,141
บช,ลำปาง,แจ้ห่ม,วิเชตนคร,3,660,429,38,18,175
บช,ลำปาง,แจ้ห่ม,วิเชตนคร,4,520,378,17,12,113
บช,ลำปาง,แจ้ห่ม,วิเชตนคร,5,660,410,30,22,198
บช,ลำปาง,แจ้ห่ม,วิเชตนคร,6,580,397,21,15,147
บช,ลำปาง,แจ้ห่ม,วิเชตนคร,9,360,273,11,8,68
บช,ลำปาง,แจ้ห่ม,เมืองมาย,1,200,152,11,11,26
บช,ลำปาง,แจ้ห่ม,เมืองมาย,2,420,280,25,5,110
บช,ลำปาง,แจ้ห่ม,เมืองมาย,3,260,188,8,3,61
บช,ลำปาง,แจ้ห่ม,เมืองมาย,4,140,78,0,1,61
บช,ลำปาง,แจ้ห่ม,เมืองมาย,5,380,291,17,11,61
บช,ลำปาง,แจ้ห่ม,เมืองมาย,6,660,506,35,12,107
บช,ลำปาง,แจ้ห่ม,เมืองมาย,7,500,350,21,13,116
บช,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),1,140,80,4,3,53
บช,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),2,320,210,23,13,74
บช,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),3,440,279,13,11,137
บช,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),4,460,311,27,19,103
บช,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),5,480,326,25,15,114
บช,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),6,660,440,33,17,170
บช,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),7,400,270,11,17,102
บช,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),8,280,187,17,13,63
บช,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),1,680,430,25,32,193
บช,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),2,80,49,2,0,29
บช,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),3,400,262,22,15,101
บช,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),4,280,178,6,16,80
บช,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),5,680,446,44,17,173
บช,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),6,580,378,21,16,165
บช,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,1,520,382,22,15,101
บช,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,2,600,416,32,35,117
บช,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,3,400,274,22,7,97
บช,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,4,480,346,30,7,97
บช,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,5,280,205,16,6,53
บช,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,6,400,302,14,4,80
บช,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,7,300,210,11,3,76
บช,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,8,180,146,1,3,30
บช,ลำปาง,แจ้ห่ม,แม่สุก,1,360,241,22,7,90
บช,ลำปาง,แจ้ห่ม,แม่สุก,10,600,377,35,13,175
บช,ลำปาง,แจ้ห่ม,แม่สุก,11,440,263,38,7,132
บช,ลำปาง,แจ้ห่ม,แม่สุก,12,380,273,13,10,84
บช,ลำปาง,แจ้ห่ม,แม่สุก,2,620,394,-1,-1,-1
บช,ลำปาง,แจ้ห่ม,แม่สุก,3,460,294,14,17,135
บช,ลำปาง,แจ้ห่ม,แม่สุก,4,500,260,31,21,188
บช,ลำปาง,แจ้ห่ม,แม่สุก,5,320,203,22,10,85
บช,ลำปาง,แจ้ห่ม,แม่สุก,6,520,361,36,3,120
บช,ลำปาง,แจ้ห่ม,แม่สุก,7,420,263,17,7,133
บช,ลำปาง,แจ้ห่ม,แม่สุก,8,400,215,20,3,162
บช,ลำปาง,แจ้ห่ม,แม่สุก,9,400,238,26,18,118
